baseline_validation_failure_count,certified_beta_l2,certified_beta_l2_max,component_mean_base_search_ns,component_mean_candidate_delta_distance_ns,component_mean_candidate_raw_distance_ns,component_mean_delta_index_search_ns,component_mean_exact_boundary_rerank_ns,component_mean_exact_truth_generation_ns,component_mean_final_interval_recompute_ns,component_mean_full_index_search_ns,component_mean_group_ordering_ns,component_mean_group_scan_ns,component_mean_lb_calculation_ns,component_mean_merge_ns,component_mean_receipt_ns,component_mean_visibility_ns,contract_violation_count,dataset_hash,delta_exact_neighbor_capture_rate,delta_exact_neighbor_capture_rate_macro,delta_exact_neighbor_count_total,delta_exact_neighbors_captured_total,delta_influence_end_to_end_p50_ms,delta_influence_mean_exact_recall,delta_influence_query_fraction,end_to_end_actual_batch_qps,end_to_end_p50_ms,end_to_end_p95_ms,end_to_end_p99_ms,end_to_end_pooled_request_p99_ms,end_to_end_single_query_capacity_estimate_qps,experiment_id,fallback_count,fallback_rate,fallback_reason_counts,fallback_reason_request_counts,fallback_request_count,fallback_request_rate,group_skip_rate,groups_scanned_total,groups_skipped_total,k,mean_distance_evaluations,mean_exact_boundary_rechecks,mean_exact_id_symmetric_difference,mean_exact_rank_position_difference,mean_exact_recall_at_k,mean_groups_scanned,mean_groups_skipped,mean_raw_pending_scanned,mean_same_c_reference_recall_at_k,mean_vectors_scanned_or_read,mean_visibility_rejections,method,method_kind,micro_actual_batch_qps,micro_p50_ms,micro_p95_ms,micro_p99_ms,micro_pooled_request_p99_ms,micro_single_query_capacity_estimate_qps,min_exact_recall_at_k,min_skipped_lb_l2,non_delta_end_to_end_p50_ms,observed_beta_upper_l2,observed_beta_upper_l2_max,p99_sample_warning,paired_speedup_vs_delta_flat,performance_eligible,query_rows,repetitions_observed,requested_beta_l2,requested_beta_l2_max,requested_beta_l2_min,run_complete,run_id,split_id,tau_returned_l2,truth_cache_hit_count,truth_generation_wall_ms,unique_test_queries
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61885.75,,145113.75,,,,0.0,,11165.25,331433.875,370295.25,1638122.375,218033.75,11321.75,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,3.287149,1.0,0.625,"{'count': 1, 'min': 289.5587154132973, 'p50': 289.5587154132973, 'p95': 289.5587154132973, 'p99': 289.5587154132973, 'max': 289.5587154132973, 'mean': 289.5587154132973}",3.288754,3.4183798,3.44197036,3.44197036,301.95203688162957,synthetic-isotropic,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,44.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,group_pruning_beta_factor_0p05,pruned,"{'count': 1, 'min': 314.2322050302291, 'p50': 314.2322050302291, 'p95': 314.2322050302291, 'p99': 314.2322050302291, 'max': 314.2322050302291, 'mean': 314.2322050302291}",2.9669555,3.0371771,3.05963142,3.05963142,336.16881927467625,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",3.290359,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6485413735697045, 'bootstrap_95pct_lower': 0.6435943567097364, 'bootstrap_95pct_upper': 0.653201792356797, 'bootstrap_resamples': 2000, 'seed': 17867332371496725696, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.2569542899088959, 'p50': 0.2569542899088959, 'p95': 0.2569542899088959, 'p99': 0.2569542899088959, 'max': 0.2569542899088959, 'mean': 0.2569542899088959}",0.2569542899088959,0.2569542899088959,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61885.75,,143917.0,,,,0.0,,10975.375,331358.25,367975.75,1640801.625,217358.5,11050.25,0,d12bb7cf450b852abdc5f77d5a34555304b47a1c08e1b9ff30a54ce74ecc0927,1.0,1.0,6.0,6.0,3.289647,1.0,0.625,"{'count': 1, 'min': 290.9774229890059, 'p50': 290.9774229890059, 'p95': 290.9774229890059, 'p99': 290.9774229890059, 'max': 290.9774229890059, 'mean': 290.9774229890059}",3.2937995,3.3457195499999997,3.35916151,3.35916151,303.49314156714524,synthetic-isotropic,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,44.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,grouping_no_pruning_ablation,no_pruning,"{'count': 1, 'min': 318.3599622870789, 'p50': 318.3599622870789, 'p95': 318.3599622870789, 'p99': 318.3599622870789, 'max': 318.3599622870789, 'mean': 318.3599622870789}",2.9637195,2.9807892000000002,2.98125624,2.98125624,338.0800904972786,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",3.297952,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6497447341487568, 'bootstrap_95pct_lower': 0.6426810280060636, 'bootstrap_95pct_upper': 0.656639936932609, 'bootstrap_resamples': 2000, 'seed': 8601763284294171752, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,d15900207832367c332f2be0fa0d77c7cfd8dcd670e9101b22b1803a2325c5e8,"{'count': 8, 'min': 5.136019908858232, 'p50': 5.566578978454812, 'p95': 6.034557608565034, 'p99': 6.037733657609529, 'max': 6.0385276698706525, 'mean': 5.614085632864738}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61334.125,171780.5,,,,,,,0.0,0.0,0.0,1148752.875,210727.25,1287.75,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.983035,1.0,0.875,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,2.0452942800000002,,synthetic-outlier-radius,0,0.0,{},{},0,0.0,0.0,32.0,0.0,5,40.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,24.0,0.0,certified_full_delta_reference,certified_full,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,1.68144574,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.995113,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 8, 'min': 1.949143, 'p50': 1.9873555, 'p95': 2.0406194, 'p99': 2.0452942800000002, 'max': 2.046463, 'mean': 1.990396}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,21043.375,,,,,,,,1306609.625,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.67865,1.0,0.875,"{'count': 1, 'min': 614.0318559726878, 'p50': 614.0318559726878, 'p95': 614.0318559726878, 'p99': 614.0318559726878, 'max': 614.0318559726878, 'mean': 614.0318559726878}",1.677563,1.76358755,1.7684111100000002,1.7684111100000002,589.7063947687735,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,24.0,,delta_flat_full_scan,delta_flat,"{'count': 1, 'min': 738.189203429258, 'p50': 738.189203429258, 'p95': 738.189203429258, 'p99': 738.189203429258, 'max': 738.189203429258, 'mean': 738.189203429258}",1.3625725,1.3755750500000001,1.37559101,1.37559101,733.6048037909762,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.668189,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.0, 'bootstrap_95pct_lower': 1.0, 'bootstrap_95pct_upper': 1.0, 'bootstrap_resamples': 2000, 'seed': 4719517355760305651, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,25643.0,,,,,,,,1314419.875,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.7035,1.0,0.875,"{'count': 1, 'min': 607.4247347603967, 'p50': 607.4247347603967, 'p95': 607.4247347603967, 'p99': 607.4247347603967, 'max': 607.4247347603967, 'mean': 607.4247347603967}",1.701886,1.7676359,1.7739375800000001,1.7739375800000001,584.596695508719,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef24,delta_hnsw,"{'count': 1, 'min': 722.3420206398397, 'p50': 722.3420206398397, 'p95': 722.3420206398397, 'p99': 722.3420206398397, 'max': 722.3420206398397, 'mean': 722.3420206398397}",1.381279,1.3921579,1.39221558,1.39221558,725.7138279962071,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.677002,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.99194361653044, 'bootstrap_95pct_lower': 0.9827278829482676, 'bootstrap_95pct_upper': 0.999648033350694, 'bootstrap_resamples': 2000, 'seed': 12737436686607128685, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,24048.625,,,,,,,,1321872.375,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.686857,1.0,0.875,"{'count': 1, 'min': 605.1086601184833, 'p50': 605.1086601184833, 'p95': 605.1086601184833, 'p99': 605.1086601184833, 'max': 605.1086601184833, 'mean': 605.1086601184833}",1.696177,1.80386015,1.8276688300000001,1.8276688300000001,582.666883807192,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,delta_hnsw_ef8,delta_hnsw,"{'count': 1, 'min': 733.390941191764, 'p50': 733.390941191764, 'p95': 733.390941191764, 'p99': 733.390941191764, 'max': 733.390941191764, 'mean': 733.390941191764}",1.373517,1.4309642,1.43782644,1.43782644,722.7422503284638,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.728623,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.9899347889645645, 'bootstrap_95pct_lower': 0.9650942043093965, 'bootstrap_95pct_upper': 1.0048198331692535, 'bootstrap_resamples': 2000, 'seed': 1102693567549336401, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,1251058.125,,,,,,,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.288564,1.0,0.875,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,1.30023205,,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_exact_flat,full_exact_truth,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.290931,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 0, 'median': None, 'bootstrap_95pct_lower': None, 'bootstrap_95pct_upper': None, 'bootstrap_resamples': 0, 'seed': None, 'reason': 'truth_generation_is_not_a_performance_method'}",False,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 8, 'min': 1.26308, 'p50': 1.2897475, 'p95': 1.29990025, 'p99': 1.3002320500000002, 'max': 1.300315, 'mean': 1.2867492500000002}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,1258102.375,,,17336.75,,,,,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,1.318022,1.0,0.875,"{'count': 1, 'min': 768.6146949906306, 'p50': 768.6146949906306, 'p95': 768.6146949906306, 'p99': 768.6146949906306, 'max': 768.6146949906306, 'mean': 768.6146949906306}",1.320244,1.34191655,1.34345291,1.34345291,759.6600027708598,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,120.0,,full_base_delta_flat_scan_performance,full_flat_performance,"{'count': 1, 'min': 768.6146949906306, 'p50': 768.6146949906306, 'p95': 768.6146949906306, 'p99': 768.6146949906306, 'max': 768.6146949906306, 'mean': 768.6146949906306}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",1.323644,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 1.269408094636254, 'bootstrap_95pct_lower': 1.2542683154630703, 'bootstrap_95pct_upper': 1.3520526257314274, 'bootstrap_resamples': 2000, 'seed': 14709295752192315402, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,20249.0,,,,,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,0.072954,1.0,0.875,"{'count': 1, 'min': 13551.466776885263, 'p50': 13551.466776885263, 'p95': 13551.466776885263, 'p99': 13551.466776885263, 'max': 13551.466776885263, 'mean': 13551.466776885263}",0.072718,0.07682855000000001,0.07712731,0.07712731,14066.403976572405,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,full_base_delta_hnsw_ef24,full_hnsw,"{'count': 1, 'min': 13551.466776885263, 'p50': 13551.466776885263, 'p95': 13551.466776885263, 'p99': 13551.466776885263, 'max': 13551.466776885263, 'mean': 13551.466776885263}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",0.054897,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 23.210704116817894, 'bootstrap_95pct_lower': 22.921906168233985, 'bootstrap_95pct_upper': 24.02514431214826, 'bootstrap_resamples': 2000, 'seed': 4242245691348031268, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005744997441868, 'p50': 2.0234445164189063, 'p95': 2.371283877959427, 'p99': 2.4748011351038155, 'max': 2.500680449389913, 'mean': 2.067334820493075}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,,,,,,,16774.0,,,,,,,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,0.065121,1.0,0.875,"{'count': 1, 'min': 13941.216859113547, 'p50': 13941.216859113547, 'p95': 13941.216859113547, 'p99': 13941.216859113547, 'max': 13941.216859113547, 'mean': 13941.216859113547}",0.065592,0.0717782,0.07229564,0.07229564,15020.7380064101,synthetic-outlier-radius,0,0.0,{},{},0,0.0,,0,0,5,,,0.0,0.0,1.0,,,,1.0,,,full_base_delta_hnsw_ef8,full_hnsw,"{'count': 1, 'min': 13941.216859113547, 'p50': 13941.216859113547, 'p95': 13941.216859113547, 'p99': 13941.216859113547, 'max': 13941.216859113547, 'mean': 13941.216859113547}",,,,,,1.0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",0.070577,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 25.457323387175606, 'bootstrap_95pct_lower': 24.33082641671995, 'bootstrap_95pct_upper': 26.661477121701157, 'bootstrap_resamples': 2000, 'seed': 1247406641825552519, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",,,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005744997441868, 'p50': 2.0234445164189063, 'p95': 2.371283877959427, 'p99': 2.4748011351038155, 'max': 2.500680449389913, 'mean': 2.067334820493075}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61334.125,,135760.5,,,,0.0,,11467.875,85614.875,363272.0,1168731.375,216687.0,11053.75,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,2.546424,1.0,0.875,"{'count': 1, 'min': 365.7959230032504, 'p50': 365.7959230032504, 'p95': 365.7959230032504, 'p99': 365.7959230032504, 'max': 365.7959230032504, 'mean': 365.7959230032504}",2.5446855,2.6116081,2.61584002,2.61584002,390.6869414306067,synthetic-outlier-radius,0,0.0,{},{},0,0.0,0.75,8.0,24.0,5,28.25,5.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,8.25,0.0,group_pruning_beta0,pruned,"{'count': 1, 'min': 408.9363636744691, 'p50': 408.9363636744691, 'p95': 408.9363636744691, 'p99': 408.9363636744691, 'max': 408.9363636744691, 'mean': 408.9363636744691}",2.224816,2.2432941,2.24838282,2.24838282,449.04128002809205,1.0,"{'count': 8, 'min': 3.442603175140494, 'p50': 4.621041947013358, 'p95': 5.92521561741706, 'p99': 6.027144666570538, 'max': 6.052626928858908, 'mean': 4.648380812640132}",2.538232,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6618998234949038, 'bootstrap_95pct_lower': 0.6538068803246323, 'bootstrap_95pct_upper': 0.6735340058974919, 'bootstrap_resamples': 2000, 'seed': 14064181136853898071, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
0,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,61334.125,,137474.5,,,,92456.875,,11540.625,86180.125,364076.0,1166152.5,215805.75,10937.875,0,bffb4b5356f2a8fc4a23f1dc436dd38b863689d259acba88df25e4b5d28655ea,1.0,1.0,7.0,7.0,2.637819,1.0,0.875,"{'count': 1, 'min': 354.62693733804076, 'p50': 354.62693733804076, 'p95': 354.62693733804076, 'p99': 354.62693733804076, 'max': 354.62693733804076, 'mean': 354.62693733804076}",2.6384435,2.697929,2.7064242000000003,2.7064242000000003,377.1451544956268,synthetic-outlier-radius,0,0.0,{},{},0,0.0,0.75,8.0,24.0,5,52.5,5.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,8.25,0.0,group_pruning_beta0_recompute_intervals_ablation,pruned_recompute,"{'count': 1, 'min': 393.9470818763857, 'p50': 393.9470818763857, 'p95': 393.9470818763857, 'p99': 393.9470818763857, 'max': 393.9470818763857, 'mean': 393.9470818763857}",2.3157105,2.34159055,2.34853091,2.34853091,431.24422638100975,1.0,"{'count': 8, 'min': 3.442603175140494, 'p50': 4.621041947013358, 'p95': 5.92521561741706, 'p99': 6.027144666570538, 'max': 6.052626928858908, 'mean': 4.648380812640132}",2.639068,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,fewer_than_1000_unique_test_queries,"{'paired_queries': 8, 'median': 0.6386595766356216, 'bootstrap_95pct_lower': 0.6308078360108245, 'bootstrap_95pct_upper': 0.6533452610033125, 'bootstrap_resamples': 2000, 'seed': 7635884160792817832, 'ratio_definition': 'delta_flat_E2E_query_median / method_E2E_query_median'}",True,8,1,"{'count': 8, 'min': 0.0, 'p50': 0.0, 'p95': 0.0, 'p99': 0.0, 'max': 0.0, 'mean': 0.0}",0.0,0.0,True,offline-smoke-20260905T121406.178089Z-43d3397eca,eeef9255dbe201c569fb2ec39f0ab3a72a22b79b4dab1784b86921f9620a0ca2,"{'count': 8, 'min': 1.8005745224428522, 'p50': 2.0234444696372247, 'p95': 2.3712838667008262, 'p99': 2.4748010794789552, 'max': 2.5006803826734876, 'mean': 2.0673348175159503}",0,"{'count': 0, 'min': None, 'p50': None, 'p95': None, 'p99': None, 'max': None, 'mean': None}",8
